RENGLÓN|CÓDIGO DE INSUMO|NOMBRE|CARACTERÍSTICAS|NOMBRE DE LA PRESENTACIÓN|CANTIDAD Y UNIDAD DE MEDIDA DE LA PRESENTACIÓN|CÓDIGO DE PRESENTACIÓN
267|40586|TINTA|Color: Azul; Tipo: Gotero; Uso: Almohadilla;|Envase|28 Mililitro|64502
211|40727|SOPA|Sabor: Pollo con fideos;|Caja|12 Unidad(es)|53237
211|40727|SOPA|Sabor: Pollo con fideos;|Sobre|55 Gramos|190939
211|40727|SOPA|Sabor: Pollo con fideos;|Sobre|57 Gramos|73227
243|40764|TOALLA|Absorción: Doble; Hojas por rollo: 1000; Material: Papel; Tipo: Mayordomo; Uso: Limpieza;|Rollo|1 Unidad(es)|45592
292|40777|CEPILLO|Material: Plástico; Uso: Limpieza de ropa;|Unidad|1 Unidad(es)|45602
211|40801|TOMATE|Clase: Cherry; Grupo: Fruta;|Unidad|1 Libra|45638
211|40804|TOMATE|Clase: Manzano; Grupo: Fruta;|Bandeja|6 Unidad(es)|45641
211|40804|TOMATE|Clase: Manzano; Grupo: Fruta;|Unidad|1 Libra|78806
211|40832|CARNE ROJA|Animal: Res; Clase: Torta;|Bolsa|1 Libra|45681
211|40832|CARNE ROJA|Animal: Res; Clase: Torta;|Unidad|1 Unidad(es)|45683
211|40838|TOSTADA|Clase: Maíz; Tamaño: Pequeño;|Bolsa|100 Unidad(es)|45702
211|40844|TOSTADA|Clase: Maíz; Tamaño: Mediano;|Bolsa|25 Unidad(es)|45712
211|40847|TOSTADA|Clase: Maíz; Tamaño: Grande;|Bolsa|25 Unidad(es)|45716
289|40952|CHAPAS DE BOLA|Acabado: Latonado y cromado; Contiene: Perillas en madera con llaves; Uso: Puerta;|Unidad|1 Unidad(es)|45858
233|41109|PLAYERA|Género: Masculino; Talla: M; Tela: Algodón; Tipo de impresión: Serigrafía;|Unidad|1 Unidad(es)|46119
233|41113|PLAYERA|Género: Masculino; Talla: L; Tela: Algodón; Tipo de impresión: Serigrafía;|Unidad|1 Unidad(es)|46125
233|41115|PLAYERA|Género: Masculino; Talla: Xl; Tela: Algodón; Tipo de impresión: Serigrafía;|Unidad|1 Unidad(es)|46126
233|41118|PLAYERA|Género: Masculino; Talla: Xxl; Tela: Algodón; Tipo de impresión: Serigrafía;|Unidad|1 Unidad(es)|46130
297|41154|INTERRUPTOR|Apagador: Doble;|Unidad|1 Unidad(es)|46185
211|41208|QUESO|Estado: Líquido; Tipo: Cheddar;|Unidad|1 Unidad(es)|46234
211|41212|ALBAHACA|Tipo: Polvo;|Empaque|1 Libra|78720
211|41232|CHOCOLATE|Tipo: Líquido;|Bote|525 Gramos|46271
211|41232|CHOCOLATE|Tipo: Líquido;|Bote|680 Gramos|46270
211|41232|CHOCOLATE|Tipo: Líquido;|Envase|400 Gramos|73893
211|41232|CHOCOLATE|Tipo: Líquido;|Envase|48 Onza|73890
211|41271|SOPA|Base: Crema; Sabor: Hongos;|Sobre|76 Gramos|58314
211|41274|ALMENDRA|Clase: Sin cáscara; Tipo: Enteras;|Bolsa|1 Libra|46328
268|41426|CELOSEDA|Ancho: 1/2 pulgada; Tipo: Sin diseño;|Rollo|100 Yarda|46526
244|41472|LIBRO|Cantidad de columnas: 3; Hojas: 100; Tamaño: Estándar; Uso: Contabilidad;|Unidad|1 Unidad(es)|46579
289|41491|CHAPA| Forma: Bola;  Material: Metal;  Medida del picaporte: 60 a 70 Milímetro;  Tipo: Ajustable;  Uso: Puerta de madera; |Unidad|1 Unidad(es)|46600
211|41532|ORÉGANO|Tipo: Polvo; Uso: Condimento;|Frasco|90 Gramos|48646
211|41580|JUGO|Clase: Natural; Sabor: Manzana;|Tetra pak|250 Mililitro|46731
211|41583|BOQUITAS|Tipo: Varios;|Paquete|12 Unidad(es)|46735
211|41586|JUGO|Clase: Natural; Sabor: Naranja;|Envase|1 Galón|128569
211|41586|JUGO|Clase: Natural; Sabor: Naranja;|Tetra pak|200 Mililitro|46740
211|41599|JUGO|Sabor: Surtido;|Tetra pak|200 Mililitro|46779
243|41631|PAPEL HIGIÉNICO|Ancho: 3 1/2 pulgada; Clase: Jumbo; Hoja: Simple; Largo: 500 Metro(s);|Caja|12 Unidad(es)|46816
243|41631|PAPEL HIGIÉNICO|Ancho: 3 1/2 pulgada; Clase: Jumbo; Hoja: Simple; Largo: 500 Metro(s);|Unidad|1 Unidad(es)|46817
211|41682|FÓRMULA SUCEDÁNEA PARA PACIENTES CON DESNUTRICIÓN|Composición: Balanceada libre de lactosa y gluten; Contiene: Vitaminas y minerales completo; Estado: Polvo; Fórmula: Isotónica completa; Sabor: Varios; Tipo: Suplemento nutricional;|Bote|1 Kilogramos|46881
211|41682|FÓRMULA SUCEDÁNEA PARA PACIENTES CON DESNUTRICIÓN|Composición: Balanceada libre de lactosa y gluten; Contiene: Vitaminas y minerales completo; Estado: Polvo; Fórmula: Isotónica completa; Sabor: Varios; Tipo: Suplemento nutricional;|Bote|400 Gramos|66523
211|41683|FÓRMULA SUCEDÁNEA PARA PACIENTES CON ALTERACIÓN DE LA DEGLUCIÓN|Contiene: Vitaminas y minerales completo; Estado: Polvo; Sabor: Neutro; Tipo: Suplemento nutricional;|Bote|227 Gramos|46883
291|41711|CLIP|Material: Metal (sin forro); Tamaño: Estándar;|Caja|100 Unidad(es)|58080
211|41747|JENGIBRE|Tipo: Raíz;|Bolsa|1 Libra|46976
211|41747|JENGIBRE|Tipo: Raíz;|Unidad|1 Libra|51002
211|41763|SARDINA| Clase: En salsa de tomate; |Lata|425 Gramos|47001
211|41781|CARNE ROJA|Animal: Res; Corte: Solomillo rodaja; Uso: Cocer;|Bolsa|1 Libra|47056
295|41919|VENDA| Ancho: 2 Pulgadas;  Largo: 5 Yarda;  Material: Tejido elástico;  Tipo: Elástica; |Rollo|1 Unidad(es)|47265
211|41979|TILO|Calidad: Primera; Estado: Seca; Tipo: Flor;|Bolsa|1 Libra|47345
296|42048|PALETA|Largo: 30 Centímetro(s); Material: Madera; Uso: Cocina;|Unidad|1 Unidad(es)|47436
262|42082|ACEITE|Clase: Multigrado; Forma: Oleoso; Viscosidad: 20w50;|Envase|1 Litro|47497
291|42147|MEMORIA USB| Capacidad: 64 Gigabyte; |Unidad|1 Unidad(es)|47637
266|42259|ACETAMINOFÉN (PARACETAMOL)|Concentración: 500mg; Forma farmacéutica: Tableta recubierta; Vía de administración: Oral;|Unidad|1 Unidad(es)|66359
267|42280|PINTURA|Color: Varios; Tipo: Resina acrílica; Uso: Manualidades;|Bote|30 Mililitro|47878
292|42282|AROMATIZANTE|Estado: Líquido; Tipo: Ambiental;|Envase|300 Mililitro|141557
292|42282|AROMATIZANTE|Estado: Líquido; Tipo: Ambiental;|Envase|400 Mililitro|108530
295|42434|RECIPIENTE| Capacidad: 30 Mililitro;  Incluye: Espátula;  Material: Poliestireno transparente;  Tapón: Con rosca;  Uso: Heces; |Unidad|1 Unidad(es)|48087
244|42536|CUADERNO|Estilo de hoja: Cuadricula mediana; Hoja: 100; Pasta: Suave;|Unidad|1 Unidad(es)|48214
244|42556|CUADERNO|Clase: Multimaterias; Hojas: 180; Tamaño: Carta; Tipo: Espiral;|Unidad|1 Unidad(es)|48238
268|42624|CODO|Ángulo: 90 grados; Diámetro: 1/2 pulgada; Material: Pvc; Rosca: Si; Uso: Agua potable;|Unidad|1 Unidad(es)|48316
211|42748|LECHE|Clase: Instantánea, pasteurizada, evaporada al vacío; Consistencia: Polvo; Tipo: Entera;|Envase|2000 Gramos|48472
266|42821|SOLUCIÓN SALINA|Concentración: 0.90%; Forma farmacéutica: Líquida; Vía de administración: Nasal;|Frasco|50 Mililitro|48594
292|42912|JABÓN|Tipo: Trozo; Uso: Lavar trastos;|Unidad|1 Unidad(es)|56601
292|42957|DESINFECTANTE|Aplicación: Piso; Aroma: Varios; Estado: Líquido;|Envase|1 Galón|48785
291|42972|BOLÍGRAFO|Color: Rojo; Tipo de punta: Mediano;|Caja|12 Unidad(es)|48795
291|42973|BOLÍGRAFO|Color: Negro; Tipo de punta: Mediano;|Caja|12 Unidad(es)|48797
291|42974|BOLÍGRAFO|Color: Azul; Tipo de punta: Mediano;|Caja|12 Unidad(es)|48799
211|42977|MARGARINA|Clase: Light; Tipo: Vegetal;|Caja|400 Gramos|139459
292|42984|DESINFECTANTE AMBIENTAL|Tipo: Aerosol;|Envase|538 Gramos|91235
293|43034|CRAYONES|Color: Varios; Tamaño: Jumbo; Tipo: Cera;|Caja|12 Unidad(es)|48883
268|43054|PAJILLA|Clase: Forrada; Diseño: Rígido;|Paquete|100 Unidad(es)|48933
268|43108|CUBETA|Capacidad: 15 Litro(s); Material: Plástico;|Unidad|1 Unidad(es)|49167
262|43471|LÍQUIDO DE FRENOS|Clase: Sintético; Forma: Oleoso; Tipo: Dot4;|Bote|250 Mililitro|49853
262|43477|LÍQUIDO DE FRENOS|Clase: Sintético; Forma: Oleoso; Tipo: Dot3;|Bote|1 Litro|49882
293|43558|CRAYONES|Colores: Varios; Diseño: Hexagonal; Material: Madera; Tipo: Tradicional; Uso: Didáctico;|Caja|24 Unidad(es)|49992
292|43770|DESODORANTE AMBIENTAL|Tipo: Aerosol;|Envase|400 Mililitro|55459
211|44112|COCO|Tipo: Sin cascara;|Unidad|1 Unidad(es)|50816
268|44134|TUBO|Diámetro: 1 pulgada; Largo: 3 Metro(s); Material: Pvc; Uso: Eléctrico;|Unidad|1 Unidad(es)|50842
211|44362|MÓDULO ESPECIAL DE PROTEÍNA|Base: Lactobacilos; Estado: Polvo; Uso: Dietas especiales;|Sobre|15 Gramos|51103
211|44549|QUESO|Clase: Rallado; Tipo: Mozzarella;|Empaque|1 Libra|190896
211|44586|QUESO|Tipo: Quesillo;|Paquete|1 Libra|72893
211|44698|CARNE BLANCA|Animal: Cerdo; Corte: Pierna;|Unidad|1 Unidad(es)|51505
211|44780|MANZANA|Clase: Rosada;|Bolsa|1 Libra|51607
211|44780|MANZANA|Clase: Rosada;|Unidad|1 Unidad(es)|86256
211|44785|MANZANA|Clase: Mixta (rosada, roja y verde);|Bandeja|1 Libra|51610
211|44785|Manzana|Clase: Mixta (rosada, roja y verde);|Unidad|1 Unidad(es)|55246
211|44785|MANZANA|Clase: Mixta (rosada, roja y verde);|Unidad|1 Libra|177088
231|44829|LISTÓN|Ancho: 1 Centímetro(s); Clase: Liso; Material: Seda;|Rollo|50 Yarda|143041
283|44832|TORNILLO|Diámetro: 1/8 pulgada; Largo: 1 1/2 pulgada; Material: Metal; Tipo: Industrial;|Unidad|1 Unidad(es)|51671
292|44884|TOALLAS|Clase: Húmedas; Contiene: Vitamina e y aloe vera; Libre de: Alcohol; Tipo: Hipoalergénicas; Uso: Limpieza personal;|Paquete|500 Gramos|137359
292|44884|TOALLAS|Clase: Húmedas; Contiene: Vitamina e y aloe vera; Libre de: Alcohol; Tipo: Hipoalergénicas; Uso: Limpieza personal;|Paquete|600 Gramos|51740
296|44922|LICUADORA|Material del vaso: Plástico; Uso: Cocina; Velocidades: 10;|Unidad|1 Unidad(es)|51789
268|44956|PORTA GLOBOS|Colores: Varios colores; Largo: 45 Centímetro(s); Material: Plástico;|Unidad|1 Unidad(es)|51864
296|45132|AZAFATE|Ancho: 36 Centímetro(s); Largo: 49 Centímetro(s); Material: Plástico;|Unidad|1 Unidad(es)|52109
231|45244|LANA|Color: Varios; Material: Algodón;|Unidad|1 Onza|52250
267|45247|KIT DE TINTA|Contenido por bote: 1000 Mililitro(s); Tipo: Sistema continuo; Uso: Impresora;|Paquete|4 Unidad(es)|52253
267|45291|KIT DE TINTA|Contenido por bote: 500 Mililitro(s); Tipo: Sistema continuo; Uso: Impresora;|Paquete|4 Unidad(es)|52331
267|45293|KIT DE TINTA|Contenido por bote: 120 Mililitro(s); Tipo: Sistema continuo; Uso: Impresora;|Paquete|4 Unidad(es)|52333
267|45294|KIT DE TINTA|Contenido por bote: 100 Mililitro(s); Tipo: Sistema continuo; Uso: Impresora;|Paquete|4 Unidad(es)|52334
267|45314|TINTA|Color: Negro; Uso: Marcadores;|Bote|30 Mililitro|64659
211|45349|HARINA|Base: Sémola de trigo; Tipo: Mezcla; Uso: Atol;|Bolsa|1 Libra|66660
211|45349|HARINA|Base: Sémola de trigo; Tipo: Mezcla; Uso: Atol;|Bolsa|400 Gramos|52405
283|45350|PERNO|Diámetro: 3/8 pulgada; Largo: 3 pulgada; Tipo: Anclaje;|Unidad|1 Unidad(es)|52424
211|45626|FÓRMULA PARA NIÑO|Base: Proteína láctea; Clase: Sin lactosa; Consistencia: Polvo; Tipo: Sucedánea de leche materna;|Lata|400 Gramos|52771
266|45908|HIERRO AMINOQUELADO + ACIDO FÓLICO + VITAMINA B12|Concentración: 30mg + 800mcg + 8mcg; Forma farmacéutica: Cápsula; Vía de administración: Oral;|Caja|30 Unidad(es)|53077
299|45918|BANDEJA|Diseño: Liso; Material: Duroport; Tamaño: Mediano; Uso: Alimentos;|Bolsa|50 Unidad(es)|53094
268|46019|HILO|Grosor: 2.7 Milímetro(s); Material: Plástico; Tipo: Liso; Uso: Desbrozadora;|Rollo|63 Metro|109921
244|46049|LIBRO|Columnas: 3; Hojas: 400; Tamaño: Grande; Tipo: Empastado; Uso: Contabilidad;|Unidad|1 Unidad(es)|53245
244|46060|LIBRO|Columnas: 3; Hojas: 200; Tipo: Empastado; Uso: Contabilidad;|Unidad|1 Unidad(es)|53264
291|46156|LAPICERO|Material de punta: Tungsteno; Tinta: Tinta líquida; Tipo de punta: Mediano;|Caja|12 Unidad(es)|53373
244|46178|CUADERNO| Estilo de hoja: Con líneas;  Hoja: 100 ;  Pasta: Suave; |Unidad|1 Unidad(es)|53399
296|46243|OLLA|Capacidad: 80 Litro(s); Clase: Con tapadera; Material: Acero inoxidable; Uso: Cocina;|Unidad|1 Unidad(es)|53481
262|46262|LUBRICANTE|Estado: Líquido; Tipo: Spray; Uso: Limpieza de carburador;|Envase|12 Onza|53504
268|46326|BOLSA|Ancho: 12 Pulgadas(s); Capacidad: 25 libra (lb); Largo: 15 Pulgadas(s); Tipo: Gabacha;|Paquete|100 Unidad(es)|53578
268|46326|BOLSA|Ancho: 12 Pulgadas(s); Capacidad: 25 libra (lb); Largo: 15 Pulgadas(s); Tipo: Gabacha;|Paquete|50 Unidad(es)|53577
268|46326|BOLSA|Ancho: 12 Pulgadas(s); Capacidad: 25 libra (lb); Largo: 15 Pulgadas(s); Tipo: Gabacha;|Unidad|1 Unidad(es)|53576
275|46658|CAPOTE|Calibre: 7; Largo: 8 Pies(s); Material: Fibrocemento; Tipo: Acanalado;|Unidad|1 Unidad(es)|54038
283|46719|REGADERA|Diámetro: 1/2 pulgada; Material: Metal; Uso: Ducha;|Unidad|1 Unidad(es)|54140
266|46793|NEOMICINA + CLOSTEBOL|Concentración: 500mg + 500mg; Forma farmacéutica: Crema; Vía de administración: Tópica;|Tubo|30 Gramos|54270
266|46932|DICLOXACILINA SÓDICA|Concentración: 500mg; Forma farmacéutica: Cápsula; Vía de administración: Oral;|Blíster|10 Unidad(es)|204826
266|46932|DICLOXACILINA SÓDICA|Concentración: 500mg; Forma farmacéutica: Cápsula; Vía de administración: Oral;|Unidad|1 Unidad(es)|54509
266|46945|ESCITALOPRAM OXALATO|Concentración: 10mg; Forma farmacéutica: Comprimido recubierto; Vía de administración: Oral;|Caja|28 Unidad(es)|155245
266|47078|CIANOCOBALAMINA + CLORHIDRATO DE PIRIDOXINA + DICLOFENACO SÓDICO + TIAMINA MONONITRATO| Concentración: 1mg + 100mg + 100mg + 100mg;  Forma farmacéutica: Tabletas de liberación prolongada;  Vía de administración: Oral; |Unidad|1 Unidad(es)|54698
266|47111|ÓXIDO DE ZINC + CALAMINA|Concentración: 8 gr/8 gr; Forma farmacéutica: Loción; Vía de administración: Tópico;|Frasco|120 Mililitro|54736
266|47234|RUPATADINA FUMARATO|Concentración: 10 Miligramos(s); Forma farmacéutica: Comprimido; Vía de administración: Oral;|Caja|10 Unidad(es)|54914
242|47341|PAPEL KRAFT| Ancho: 24 Pulgadas;  Base: 75; |Bobina|100 Metro|55080
291|47508|MARCADOR|Color: Varios; Punta: Biselada; Tipo: Permanente;|Caja|12 Unidad(es)|55342
291|47508|MARCADOR|Color: Varios; Punta: Biselada; Tipo: Permanente;|Unidad|1 Unidad(es)|55341
291|47518|SELLO|Diámetro: 4 Centímetro(s); Forma: Redonda; Material: Plástico; Tipo: Automático;|Unidad|1 Unidad(es)|55355
299|47570|PLATO DESECHABLE|Material: Duroport; Tamaño: No. 2; Tipo: Bandeja;|Paquete|50 Unidad(es)|99158
294|47671|LÁPIZ PINTA CARITA|Color: Varios; Material: Madera;|Paquete|6 Unidad(es)|55559
329|47673|ESCALERA|Alto: 3 Pies(s); Antideslizante  en patas de soporte: Si; Antideslizante en las gradas: Si; Forma: Doble banda; Material: Aluminio;|Unidad|1 Unidad(es)|55563
261|47760|ÁCIDO CLORHÍDRICO (ÁCIDO MURIÁTICO)|Concentración: 33%; Consistencia: Líquida; Tipo: Nivelador ph; Uso: Piscina;|Bote|1 Galón|55667
273|47773|INODORO|Capacidad de descarga: 6 Litro(s); Estilo: Ovalo; Material: Porcelana;|Unidad|1 Unidad(es)|55683
261|47806|POLVO QUÍMICO SECO (P.Q.S.)|Agente extintor: Fosfato monoamónico 75%; Tipo: Abc;|Recarga|10 Libra|63437
261|47806|POLVO QUÍMICO SECO (P.Q.S.)|Agente extintor: Fosfato monoamónico 75%; Tipo: Abc;|Recarga|20 Libra|63438
291|47890|ENGRAPADORA|Capacidad máxima de engrapado: 25 hojas; Material: Metal; Tamaño de grapas: 26/6;|Unidad|1 Unidad(es)|55855
291|47924|PERFORADOR|Capacidad: 25 hojas; Incluye: Regla para medir papel; Material: Metal; Tamaño: Estándar; Tipo: 2 agujeros;|Unidad|1 Unidad(es)|55916
291|47925|PERFORADOR|Capacidad: 25 hojas; Incluye: Regla para medir papel; Material: Metal; Tamaño: Estándar; Tipo: 3 agujeros;|Unidad|1 Unidad(es)|55917
291|47932|TIJERA|Material: Acero inoxidable; Tamaño: 7 Pulgadas(s);|Unidad|1 Unidad(es)|55927
291|47933|TIJERA|Material: Acero inoxidable; Tamaño: 8 Pulgadas(s);|Unidad|1 Unidad(es)|55928
291|48001|TIJERA|Material: Acero inoxidable; Tamaño: 7 1/2 pulgada;|Unidad|1 Unidad(es)|56040
266|48076|ACETATO DE TRIAMCINOLONA| Concentración: 40mg/ml;  Forma farmacéutica: Suspensión inyectable;  Vía de administración: Intramuscular; |Vial|1 Mililitro|56162
291|48089|TAPE (CINTA ADHESIVA)|Ancho: 2 Pulgadas(s); Largo: 40 Yarda(s);|Unidad|1 Unidad(es)|56180
266|48113|ÁCIDO ASCÓRBICO (VITAMINA C)| Concentración: 500mg;  Forma farmacéutica: Cápsula;  Vía de administración: Oral; |Unidad|1 Unidad(es)|56217
266|48146|MULTIVITAMINAS SIN FLÚOR| Forma farmacéutica: Solución;  Vía de administración: Oral; |Frasco gotero|30 Mililitro|56448
266|48294|AMOXICILINA + ÁCIDO CLAVULÁNICO|Concentración: 875 mg+ 125 mg; Forma farmacéutica: Comprimido recubierto; Vía de administración: Oral;|Caja|12 Unidad(es)|211280
266|48294|AMOXICILINA + ÁCIDO CLAVULÁNICO|Concentración: 875 mg+ 125 mg; Forma farmacéutica: Comprimido recubierto; Vía de administración: Oral;|Caja|14 Unidad(es)|98289
266|48294|AMOXICILINA + ÁCIDO CLAVULÁNICO|Concentración: 875 mg+ 125 mg; Forma farmacéutica: Comprimido recubierto; Vía de administración: Oral;|Unidad|1 Unidad(es)|56500
286|48300|CUCHILLA|Ancho: 1.8 Centímetro(s); Grosor: 0.05 Centímetro(s); Largo: 11 Centímetro(s); Material: Metal; Tipo: Repuesto;|Caja|10 Unidad(es)|56527
266|48485|DEXKETOPROFENO|Concentración: 25mg; Forma farmacéutica: Tableta recubierta;|Caja|10 Unidad(es)|129158
266|48490|FUSIDATO DE SODIO|Concentración: 2%; Forma farmacéutica: Ungüento; Vía de administración: Tópico;|Tubo|15 Gramos|56753
266|48528|PROPINOXATO + CLONIXINATO DE LISINA|Concentración: 10 mg / 125 mg; Forma farmcéutica: Tableta; Vía de administración: Oral;|Unidad|1 Unidad(es)|56813
295|48584|LANCETA| Condición: Estéril;  Material: Metal;  Tipo de punta: Corta;  Uso: Punción capilar; |Unidad|1 Unidad(es)|56883
254|49033|HULE|Ancho: 1/8 pulgada; Diámetro: 3 Pulgadas(s); Grosor: 1/32 pulgada; Tipo: Banda;|Bolsa|1 Libra|57420
286|49086|CUCHILLA|Material: Metal; Material del mango: Plástico; Tamaño: 18 Milímetro(s);|Unidad|1 Unidad(es)|57474
291|49090|ENGRAPADORA|Adaptable: A grapas de 6 a 13 milímetros; Capacidad máxima de engrapado: 100 hojas; Material: Metal; Tipo: Industrial;|Unidad|1 Unidad(es)|57478
244|49104|BLOC ADHESIVO|Ancho: 3 Centímetro(s); Largo: 7 Centímetro(s); Número de hojas: 100; Uso: Notas;|Unidad|1 Unidad(es)|57495
211|49119|CUPÓN DE COMIDA|Tipo: Alimento;|Ración|1 Unidad(es)|57514
211|49122|CERTIFICADO DE COMIDA|Tipo: Alimento;|Ración|1 Unidad(es)|57519
295|49137|GASA|Ancho: 10 Centímetro(s); Condición: Estéril; Largo: 10 Centímetro(s); Material: 100% algodón;|Empaque|100 Unidad(es)|167982
295|49137|GASA|Ancho: 10 Centímetro(s); Condición: Estéril; Largo: 10 Centímetro(s); Material: 100% algodón;|Unidad|1 Unidad(es)|57539
219|49253|ACEITE (PARA CAPACITACIÓN)| Clase: Oliva;  Tipo: Extra virgen; |Envase|1 Litro|57696
268|49333|TAPÓN|Diámetro: 1/2 pulgadas; Material: Pvc; Tipo: Hembra; Uso: Agua potable;|Unidad|1 Unidad(es)|57793
268|49506|LÁMINA TROQUELADA| Ancho: 4 Pies;  Color: Blanco;  Grosor: 8 Milímetro;  Largo: 8 Pies;  Material: Policarbonato; |Unidad|1 Unidad(es)|57999
292|49648|ESCOBA|Mango: Madera; Material: Sorgo (maicillo);|Unidad|1 Unidad(es)|58202
269|49871|DESENGRASANTE| Biodegradable: Si;  Concentración: 95 %;  Estado: Líquido;  Uso: Multiusos; |Envase|1 Galón|64845
292|50022|RASURADORA|Clase: Con protector; Especialidad: Piel sensible; Hojas: Doble; Mango: Antideslizante; Tipo: Descartable;|Paquete|12 Unidad(es)|68553
292|50022|RASURADORA|Clase: Con protector; Especialidad: Piel sensible; Hojas: Doble; Mango: Antideslizante; Tipo: Descartable;|Unidad|1 Unidad(es)|58645
283|50207|LLAVE PARA DUCHA|Diámetro: 1/2 pulgada; Material: Bronce;|Unidad|1 Unidad(es)|58863
299|50344|PACHA|Capacidad: 8 Onza(s); Clase: Resistente a esterilización; Contiene: Escala; Incluye: Mamón mediano; Material: Plástico;|Unidad|1 Unidad(es)|59024
299|50349|PACHA|Capacidad: 8 Onza(s); Clase: Resistente a esterilizacion; Color: Transparente; Contiene: Escala en relieve; Incluye: Mamón mediano; Material: Plástico;|Unidad|1 Unidad(es)|59030
292|50481|ESPONJA DE BAÑO|Diseño: Con agarador de mano; Forma: Rectangular; Tipo: Natural;|Unidad|1 Unidad(es)|59173
292|50779|PAÑAL PARA ADULTO|Color: Blanco; Material: Desechable; Tamaño: L;|Unidad|1 Unidad(es)|59725
292|50781|PAÑAL PARA ADULTO|Color: Blanco; Material: Desechable; Tamaño: M;|Unidad|1 Unidad(es)|94594
292|50784|PAÑAL PARA ADULTO|Color: Blanco; Material: Desechable; Tamaño: Xl;|Unidad|1 Unidad(es)|65708
299|50788|PACHA|Capacidad: 4 Onza(s); Clase: Resistente a esterilización; Color: Transparente; Contiene: Escala en relieve; Incluye: Mamón pequeño; Material: Plástico;|Unidad|1 Unidad(es)|59736
292|50906|PAÑAL PARA ADULTO|Material: Desechable, hipoalergénico; Tamaño: Xg;|Unidad|1 Unidad(es)|59856
293|51018|MARCADOR|Punta: Biselada; Uso: Pizarrón;|Caja|10 Unidad(es)|59981
293|51018|MARCADOR|Punta: Biselada; Uso: Pizarrón;|Caja|12 Unidad(es)|59980
242|51045|CARTULINA|Color: Varios; Tamaño: Oficio;|Paquete|100 Unidad(es)|60013
242|51048|CARTULINA|Clase de papel: Opalina; Gramaje: 225 Gramos(s); Tamaño: Carta;|Paquete|100 Unidad(es)|60017
242|51062|PAPEL CONSTRUCCIÓN| Ancho: 20 Pulgadas;  Largo: 14 Pulgadas; |Pliego|1 Unidad(es)|60033
292|51068|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: S;|Paquete|50 Unidad(es)|60043
292|51068|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: S;|Unidad|1 Unidad(es)|60042
292|51070|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: M;|Paquete|50 Unidad(es)|60045
292|51070|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: M;|Unidad|1 Unidad(es)|94598
292|51074|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: L;|Paquete|50 Unidad(es)|60051
292|51074|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: L;|Unidad|1 Unidad(es)|94597
292|51075|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: Xl;|Paquete|50 Unidad(es)|60052
292|51075|PAÑAL PEDIÁTRICO|Color: Blanco; Material: Desechable; Tamaño: Xl;|Unidad|1 Unidad(es)|94596
242|51085|CARTULINA|Ancho: 20 Pulgadas(s); Clase de papel: Ariel cover; Largo: 26 Pulgadas(s);|Pliego|1 Unidad(es)|60070
242|51094|CARTULINA|Gramaje: 120 Gramos(s); Tipo: Arcoíris;|Pliego|1 Unidad(es)|60079
293|51105|MARCADOR|Punta: Redonda; Uso: Pizarrón;|Caja|12 Unidad(es)|60091
293|51105|MARCADOR|Punta: Redonda; Uso: Pizarrón;|Unidad|1 Unidad(es)|60092
242|51150|PAPEL ALUMINIO|Ancho: 30.4 Centímetro(s); Largo: 7.6 Metro(s);|Rollo|1 Unidad(es)|60139
292|51189|TOALLA SANITARIA|Material: Absorbente autoadherible;|Paquete|10 Unidad(es)|138016
292|51267|RASURADORA|Clase: Con protector; Condición: Estéril; Hojas: Doble; Mango: Antideslizante; Tipo: Desechable;|Unidad|1 Unidad(es)|60270
242|51273|PAPEL LINO| Gramaje: 120 Gramos;  Tamaño: Carta; |Paquete|100 Unidad(es)|60281
242|51273|PAPEL LINO| Gramaje: 120 Gramos;  Tamaño: Carta; |Unidad|1 Unidad(es)|60279
242|51275|PAPEL LINO| Gramaje: 120 Gramos;  Tamaño: Oficio; |Unidad|1 Unidad(es)|60283
266|51276|ÁCIDO FUSÍDICO|Concentración: 2%; Forma farmacéutica: Crema; Vía de administración: Tópico;|Tubo|15 Gramos|60287
261|51279|IMPERMEABILIZANTE| Clase: Látex;  Uso: Mantenimiento; |Cubeta|5 Galón|60296
283|51335|ABRAZADERA|Diámetro: 1 Pulgadas(s); Tipo: Hangler;|Unidad|1 Unidad(es)|60362
292|51341|PAÑO LIMPIADOR| Ancho: 40 Centímetro;  Largo: 40 Centímetro;  Material: Microfibra; |Unidad|1 Unidad(es)|60371
243|51404|SEPARADOR|Color: Varios; Material: Cartón; Tamaño: Oficio;|Empaque|5 Unidad(es)|60435
243|51406|SEPARADOR|Color: Varios; Material: Cartón; Tamaño: Carta;|Empaque|5 Unidad(es)|170472
292|51497|ESPONJA DE BAÑO|Tamaño: Grande; Tipo: Vegetal;|Unidad|1 Unidad(es)|60535
